SUPT4H1 	HTATIP2
DMAP1 	NCOR2
CDY1 	HGF
EIF5 	ARNT
TOP2A 	LRP8
HPGD 	CUL5
RRM1 	UBQLN3
GPX8 	DYNLRB1
AIFM1 	DAXX
DHRS11 	MEMO1
CDK8 	DHRS11
IMPA1 	PNKP
RADIL 	GPX3
TGFBI 	UBE2B
USF1 	CHIT1
FGF1 	ME2
NTRK2 	KLHL11
RAB11A 	RANBP1
OTUD5 	WIF1
NPC1 	SH3KBP1
CLC 	MTAP
PTRH2 	NCOA1
PCBP1 	PGLYRP4
PANK1 	MTERF
HSD17B10 	TP73
GTF2H5 	MKNK2
INSC 	SDCBP
SET 	TPI1
BMPR2 	PTPRD
XDH 	HTT
MYH7 	BCL2
KANK2 	BARD1
ACVR1 	TBX3
TAF1L 	RAB6A
KIF3C 	ST6GAL1
WARS 	CAMK2B
XYLB 	MCEE
SPHK1 	SKI
HSPBP1 	KIF1A
PLEKHA4 	FHIT
TOP2B 	SLK
OTUD3 	GADD45G
PKP1 	CABP1
PDE1B 	PLS3
POU6F1 	CD69
OXSM 	LIMK1
MAP3K5 	GAD1
HSPBP1 	ACBD7
PTK2B 	CHFR
STAMBP 	USP2
NR1D1 	DBI
HVCN1 	DDX39B
SNTB2 	ASB9
MGAM 	RAP2A
TPI1 	ADAR
BDH2 	RAD1
SUV420H1 	BPGM
ARHGAP11A 	TKT
MVD 	LNX1
TRAPPC6B 	PDCD10
PIWIL2 	BPGM
TTK 	DHH
L1TD1 	RND3
STK25 	KIF18A
DDC 	HINT2
BRWD1 	DYNLL2
ARHGAP35 	BAG6
MLH1 	FAP
CCNC 	LMO2
PLEKHB2 	PGLYRP4
PPIP5K2 	ASPA
CDY1B 	ARHGAP9
ATXN2 	FTO
RBX1 	PTPRM
RRP9 	TXNL1
RAB26 	MAPRE3
SLBP 	PTPRD
RHOA 	RAB8A
DCLRE1C 	TPMT
DCLK1 	ABCB6
RAB26 	TARS
NPM2 	ZBTB33
CELF1 	RHPN2
PDE1B 	PIK3C3
BCL2A1 	DCX
AIP 	TNFSF4
GCA 	DAPK1
GTF2A1 	DCAF5
DCX 	MINA
DCLRE1A 	GMDS
ME2 	FANCL
ADAMTS5 	ASS1
PTPN18 	PDLIM7
TRAF4 	RGS7
MTAP 	EDIL3
CLCNKA 	BIRC2
RORC 	TP53
USP7 	EPHA5
MEPCE 	LY96
TAF1L 	NR3C1
PTPRD 	EIF4A3
RAB9B 	GRIP1
MCIDAS 	PPARA
CDC37 	PCBP2
SNRPD1 	SAT1
TUBG1 	DGUOK
ATAT1 	HMBOX1
RBM17 	HAGH
DYNLRB1 	UBE2J2
TJP1 	ACE2
UBA52 	CA13
TBCA 	ERI1
SNRPD3 	PDE7A
U2AF1 	CDO1
DDX18 	ADA
NUDT10 	ANKRA2
STAM 	FLCN
RGS16 	NOTCH1
MLH1 	PBX1
PDE4A 	NLGN4X
DDR2 	CALCOCO2
ACTN4 	TDRD3
KANK2 	HMOX2
UBAP1 	RAB8A
POLL 	DCLRE1A
YAP1 	RPS6KA5
PHKG2 	GGT1
MEN1 	EP300
HDHD2 	FAP
CELF1 	RAB6B
RASGRP1 	CKS1B
SPRED1 	SIRT5
PPM1B 	PHF20
GALNS 	RAB1B
AKR1C1 	HDAC1
CYP19A1 	S100A9
TNIK 	APOA4
PIM1 	EPB41
POT1 	ATAT1
MAPK10 	DYRK1A
PASK 	RUVBL2
PVRL2 	SPTA1
HMBOX1 	TLX2
RALA 	TYMS
MKNK1 	HSPB11
HSPBP1 	OARD1
MPG 	DTD1
XPC 	ODC1
TBL1X 	NCOA5
TRIM24 	XPC
GOLPH3 	TFAM
CDC26 	SMAP2
UPP1 	SFN
HSPB11 	HDC
EXOG 	RARB
DCLRE1C 	RPE
CRYM 	EME1
CYP1A2 	HTATIP2
MAP2K1 	NT5C
CSAD 	LNX2
HDAC8 	SEC24A
SENP8 	DDX20
ERRFI1 	FABP9
SEPSECS 	GAPDH
HDHD3 	PLEKHO1
CRAT 	PTPN3
DIMT1 	CHMP4C
CD209 	HSPA1L
GALM 	SF1
CAPN7 	NBR1
CDC25B 	GPX8
RHOU 	DYNLL2
KHK 	SLC9A3R2
FTO 	ARHGAP20
PLXNA2 	PPCDC
FMN2 	SNX9
PKP2 	AGAP2
NUP214 	LIMK1
CBX3 	SHFM1
TOM1L1 	PECR
PNRC2 	NACA
PYCR1 	SUMO3
SULT2B1 	YWHAG
GGA3 	IGF2BP1
AXIN1 	PTPRZ1
TCL1A 	BLVRA
ANPEP 	RNLS
CFL1 	ETF1
SRC 	MTERFD2
TATDN1 	RAB9A
FLNA 	TERT
TBK1 	STIP1
HMGCL 	DDX39B
CAMK1 	ITGB4
QPRT 	XRCC6
KCTD5 	EIF2B5
EPRS 	CLCN5
FADD 	RGS16
PRPF4B 	TXNL1
CHMP6 	LONP1
ING4 	NR1D1
LAMTOR3 	AKR1C1
RBM25 	PNPT1
ARL6 	APEX1
EZH2 	MACROD1
SNX33 	TFAM
ETS2 	HCN2
PUS10 	RNASEH1
AIM2 	RABGEF1
RGS7 	PTK2
BRD4 	PITRM1
ESD 	RHEB
ATG4B 	BUB1
HAAO 	SNX11
PCYT2 	RBM25
FNTB 	SPOP
RAB1A 	C11orf54
UPF3B 	LAMP3
HSD11B1 	FAP
TIMM44 	ERN1
CAPN2 	GTF2B
MTMR2 	GFRA3
DBI 	SMYD3
MAPRE1 	ZC3H12A
POT1 	TLR10
ADAMTS13 	MAPRE3
ARFGAP2 	ACADSB
NPM1 	ERH
PABPN1 	ENO3
ARL6 	DPYSL2
DUSP10 	SLC9A3R1
CA6 	RYR3
PARP16 	CASP1
CRYZ 	SIGLEC7
CHD1 	BLVRB
NUDT18 	CASP1
ATG16L1 	BRMS1
FHOD1 	USP4
NOS3 	SNTB2
HAGH 	ELAVL1
DHX58 	WRNIP1
SRSF1 	HSCB
NUP214 	NOTCH2
ARL5A 	ARL1
GUSB 	NOS2
BDH2 	UPF1
DDX47 	DDB1
TRAPPC6B 	BAG5
RNF8 	HOXB1
ARL8A 	PHF20
IDE 	BRPF3
PSME1 	EIF3K
HSDL2 	EDIL3
OCLN 	IL10RB
NCF1 	PTPRM
SPG7 	BCL2A1
STYX 	PIK3R1
SCO1 	WWP1
TLR8 	TDRD5
CLASP1 	MLH1
ACAT1 	ANKRD27
TNFRSF4 	ACTN2
RNASEH1 	ESRRA
BMX 	LANCL1
CRADD 	WWP1
AUH 	IMPA1
RAF1 	ETFA
GIPC2 	PRDX2
B3GAT2 	KDM6A
KIF18A 	DAPP1
IGBP1 	NLRP3
BUB1B 	B3GAT3
ATF4 	BPNT1
VRK2 	BRD3
GRB10 	ASF1A
CBR3 	SNTB2
CUTA 	NDNL2
REM2 	ARFGAP1
PLEKHB2 	PRKG1
GAS6 	SPSB1
MAP3K3 	P4HB
VPS36 	ANTXR2
CTNND1 	TREM1
ACY1 	METAP2
PACSIN1 	PDCD6IP
NXF1 	PPP2R5C
PHF2 	GBE1
PDE6D 	ZFYVE16
PC 	CPOX
EIF4A2 	ACTL7A
POT1 	TIMM44
CTNNBIP1 	CFTR
SERPINB3 	SSH2
AP4M1 	SPSB1
OBFC1 	MAPK14
TLN1 	HIF1AN
GCKR 	NUDT21
UBE2S 	LGR4
DIMT1 	TP53BP1
CHFR 	DDAH1
EPRS 	MRE11A
NUDT9 	PPP2CA
NUP133 	SENP2
GUSB 	CTNND1
ADAT2 	FOLR2
RAB11B 	FSCN1
DLG1 	CD81
CYP1B1 	JUP
MUT 	SRXN1
MYOM1 	KIT
PGLYRP3 	CDA
COMT 	CDC27
SREBF1 	CACNA1C
SNRPD2 	CYTH3
CBR3 	TFRC
AKAP10 	NTNG2
UAP1 	CRADD
GABARAPL1 	PPP5C
HIF1AN 	NFATC2
RFXANK 	CUTA
NSUN4 	RAF1
PLEKHA1 	VIL1
BRPF1 	PGR
TFRC 	BECN1
SOX9 	TP53I3
GRIP1 	ACTR8
FDPS 	DNMT3A
AQP4 	CST7
CFH 	TREM1
LNX2 	BMI1
PNPO 	MINA
ACVR2A 	ACSM2A
RHOD 	AKR1B1
RAC1 	LGALS8
TGM1 	SGK1
SDR39U1 	ESR2
HSD17B4 	DDX5
SET 	RAB27B
CPSF7 	THRB
TAF10 	TNFSF10
ACY1 	RAB25
EXO1 	P4HB
CHI3L1 	PPP2CA
MGAM 	GGT1
ANLN 	MUTYH
TREML1 	BCL2L11
CD69 	HMBOX1
VPS16 	GRM1
ADAM33 	ARHGEF1
MSH6 	MARK1
GMPS 	SF3B1
RMI2 	MYLK4
ISG20 	POR
NAGS 	CYFIP1
TNNT2 	UBE2F
PTPN18 	HDGFRP2
VCP 	TXNDC17
KRIT1 	NUP107
TRIM33 	IL13RA1
TNFSF13B 	RXRA
HRSP12 	SULT1A3
CDC27 	AMPH
CAPN13 	ASL
CBX8 	CAT
RRM2 	TRAF6
ADAT2 	FASN
ETS2 	FGF19
NCOA2 	PLK3
RALGPS1 	UMPS
NPC1 	HIP1
PTK2B 	BTF3
MAP3K3 	CYP2A6
CHIA 	FLT1
HIBADH 	COMT
ZAP70 	DPY30
BANF1 	H2AFY
NME1 	ACVR1
IDI2 	NUDT6
KLRC1 	DUPD1
NCK2 	TAF9
FAF1 	NRP1
BLVRA 	PHIP
PRMT6 	KDM4A
EIF2B5 	RHOU
CTH 	NUDT18
MAOB 	HSPB1
NCBP2 	ECHDC3
UPP1 	ISG15
GSTA4 	SMYD3
AHCYL2 	XRCC5
GNAI1 	PWWP2B
HDAC8 	CLIC4
ASH1L 	MMP9
DDAH1 	TFAM
APEX1 	ZFYVE20
MAOA 	LRP8
NAALAD2 	CDKL2
TXNDC5 	NR4A2
TOM1L1 	CISD1
LCK 	SULT1C4
RNF128 	TNK2
NUDC 	ENOPH1
L1TD1 	PRIM1
STAP1 	PLEKHA1
HS3ST5 	CEP55
MVB12B 	PIWIL2
ERCC1 	INMT
ARF5 	SRM
ARHGAP11A 	TBC1D22B
S100A3 	LXN
GADD45G 	SCP2
ESD 	LMNA
LGMN 	GRHPR
ENOPH1 	HSP90AA1
ATF4 	VPS25
EPAS1 	HCN4
SYNJ2BP 	HMOX2
CDY1 	RANBP3
TPK1 	REM2
DCTN6 	SPTA1
IQGAP3 	LIMS1
SPTA1 	GALNT2
CD2 	CLC
NUDT16L1 	SCN5A
ACADSB 	S100A2
VDR 	TLN1
ACBD7 	PIP4K2C
STEAP3 	EIF4EBP1
RANBP3 	SULT2B1
PIM1 	PRSS8
DYNLRB1 	GPX5
PVRL1 	IDUA
DHX9 	FCER2
NOTCH1 	FAP
PDLIM2 	FGFR1OP
PPP2CA 	PMAIP1
UBE2T 	GRM5
CARHSP1 	SPIN1
KDM4C 	APBB1
MAP3K9 	PMP2
SFTPC 	FABP3
GLTP 	NT5C
EPHA3 	DUSP13
GBE1 	ADAP1
NAMPT 	SYNE2
UPF3B 	SAT2
TATDN1 	MMP16
NF2 	PPARD
LHPP 	CCNDBP1
GTF2A2 	VCL
EIF4A1 	SPTB
PPIC 	PTPN6
NF2 	PRPSAP2
GATM 	NXT1
ACAT1 	TRAF2
BCL2L1 	FANCE
TOPBP1 	RGS17
PTPRJ 	BHMT
USH1C 	FGF12
GLRX2 	PRDX2
SHH 	HPGD
CAP1 	TBP
KCNJ4 	FSCN1
CAPN2 	INMT
APOBEC3F 	PDZK1
LGALS2 	THRB
HMOX1 	VPS4B
CEP170 	KMT2C
PDLIM7 	ADAMTS1
CBX4 	CASP2
DNM1 	CYP2C19
CSNK1G3 	FASN
FKBP14 	DHH
DPP4 	NEDD4L
VTI1B 	PTPRF
UBA3 	TTC5
PTPRS 	GPC1
ACD 	RASEF
PTEN 	TREX2
UBB 	PABPC1
VPS33A 	SMS
NUDT16 	CRHR1
ORC6 	NET1
MAP2K6 	UTY
ACTN4 	SPEN
HAGH 	PKP2
OS9 	AGO2
FABP1 	FBXL5
CALCRL 	HUWE1
CNOT6L 	PDE4C
MAP3K5 	ROBO1
SDSL 	RBM25
RAP2A 	PTPRB
SCML2 	PTGR1
SKIL 	HSP90AA1
PGAM1 	PIWIL2
MAOB 	PARP10
CCS 	POLD2
PAK4 	GFER
ZC3H12A 	PNRC2
TCF7L2 	EPHA8
SIRT5 	CRADD
LACTB2 	AQP4
API5 	ACSS1
RASL12 	FABP1
CYP11A1 	TOP1
NTRK3 	B4GALT1
KCNAB2 	HTATIP2
S100A16 	RNASEL
REM2 	FBXO4
VRK1 	NLRX1
BRCA2 	PYGO1
IST1 	PDCD10
TNFRSF10B 	TAF13
APOBEC2 	FIGNL1
ECE2 	SLC9A1
DBF4 	FGF20
REM1 	LACTB2
DCK 	CDC26
CHMP1B 	NPC1L1
FOXO3 	NEK9
PWWP2B 	ZNF217
GC 	MAP2K4
PPP5C 	PTPN11
SUB1 	TPI1
OLA1 	UBE2C
CDY1 	PDE6D
NOTCH1 	PTPN14
WDTC1 	IL34
CHEK1 	GORASP2
SF3B1 	ITGB2
GIMAP1 	NME1-NME2
FANCF 	PPCS
GPD1L 	PPT1
SDSL 	NUMBL
GLP1R 	NEDD4
CAB39L 	PREP
STIP1 	LIMS1
SDS 	PEBP1
MAP3K2 	KLHL2
DECR2 	ATIC
TLR3 	PTPRK
ACOT13 	SPAST
ARSB 	THOP1
GSTA4 	RGS8
CSNK2A2 	KIF5B
PHF1 	MDC1
FBXL3 	OTUB1
PTP4A1 	ITGB1BP1
TNFRSF13C 	ABCC1
IMPDH2 	METTL21A
KIF13B 	PAIP1
EIF3J 	B3GAT1
HSPB11 	SIRT2
FABP9 	NAT1
ANGPT1 	CKMT2
TRIM72 	NPC1
SH2D1A 	PRDX1
NPM2 	COLEC12
DIRAS1 	AIMP2
UBE4B 	RALGPS1
PAIP2 	TATDN1
RAB6A 	CBL
FOLR2 	MELK
CLK3 	AGO2
PIN1 	PLEK
CAB39 	ASPA
RPL10 	TTPA
CASC3 	ECE2
MITD1 	GSPT1
DHX58 	TXNDC12
NUDT16L1 	NBR1
MAGEA4 	BCAR1
SETD1B 	DNM1L
CFTR 	KEAP1
FGF1 	PRSS8
RUVBL2 	PLCB2
AHI1 	SPEG
PPP5C 	TXNL1
WDR5 	MAOB
PDE1B 	SOX17
TPMT 	KIF2C
KDM5A 	FBLIM1
WDR92 	FAHD1
GRM5 	AURKB
PMM1 	KIF18A
RAB5B 	TPK1
RNF31 	SCAF8
IGBP1 	PLCB3
IQGAP1 	TUBGCP4
RAD9A 	PBX1
NXT1 	BLMH
VPS33A 	AIMP2
GMPR2 	PSMD10
TAF9 	CTBP2
PLAA 	ARL1
TKT 	DECR1
CSTA 	ITPKC
GSTA1 	HJURP
CD180 	ACOT13
APAF1 	TBC1D22B
LRP8 	TNIK
IGF2BP1 	BCAR1
TAF10 	TLR10
NEDD8 	EEA1
SPINT1 	RCVRN
HOXB1 	DCLK1
SNAP25 	AAMDC
CNOT6L 	VIL1
KLRD1 	RAN
MAPRE3 	PARG
TBP 	PRKAR1B
KMT2B 	DCTN1
CAMK2G 	FANCM
DUSP16 	INPP5B
SUMF1 	PCK1
DYNLL2 	RUVBL2
ARSB 	TREML1
LCK 	SARS
FCHO2 	KLHL40
FECH 	EEA1
ALDH5A1 	MDM4
RABEP1 	RPL10
MSRB1 	EPHX2
APOBEC3F 	SDCBP
PDIA3 	ALDH18A1
RIPK1 	ABCB10
APOBEC3C 	SPEN
TIMM44 	CASP6
ARL1 	PTPN11
LYPLAL1 	MYCBP
SOX9 	GGA3
GPX4 	PCBP1
ADAM8 	PIP4K2C
AKT3 	BRK1
FBLIM1 	RAP1GAP
RAB5B 	PPP2R5C
SRP54 	CSNK2A1
WDYHV1 	CCM2
CHMP5 	BBOX1
CDKL3 	FOXO1
APC 	CRYBA4
PAH 	FAS
APLP1 	RABIF
RBKS 	SPG7
CA6 	DOCK1
HINT1 	SMARCA4
MMP1 	PDE8A
RARA 	GNB2L1
PRKAR1B 	AKR1C1
OTUB1 	YARS
B3GAT2 	IDH1
TSTA3 	MIOX
RAB21 	CCNK
RALGDS 	SUMF1
PIK3CG 	PLK2
APPL1 	DUSP15
MAN1B1 	CYB5R4
PGAM1 	SNX33
BLVRB 	GINS3
ANXA5 	AKR1C2
GSTM2 	BCL2L11
VPS4B 	RAP2A
INPPL1 	GSS
KDM2A 	ARNTL
ZGPAT 	SYTL2
CHMP5 	FHOD1
THEM5 	BCL2L2-PABPN1
PPM1A 	HLTF
DNMT3L 	ROCK2
KRIT1 	SIRT3
SPAST 	DAAM1
SUV39H1 	RHPN2
KANK2 	UFC1
NTNG2 	VPS26A
STK32A 	PIP4K2A
KCNK9 	PHF21A
GSS 	RNGTT
CKB 	MMP2
CCNT1 	TBC1D22B
ATL1 	CLEC4M
TRIP10 	CDKN1B
PMP2 	PTPRF
FHIT 	C19orf40
SNX3 	MASP1
ARFGAP2 	SREBF2
USP15 	MASP2
SNRNP200 	HCK
RAB11FIP2 	CFH
RHOB 	SET
ADAM33 	CRHR1
GRIP1 	MATK
HEXA 	RECQL
MMP16 	INPPL1
DPYSL3 	PLEKHA3
LRP6 	KPNA1
NR1D1 	DDX52
RNF168 	IGFBP1
ELAC1 	CDK8
KIF16B 	PPM1A
HDAC8 	RAB14
LCN15 	USP4
ANGPT1 	HSBP1
BCL2L2-PABPN1 	MAP3K9
TINF2 	TRPV2
UBE2L3 	PSIP1
PACSIN2 	NFAT5
GPT2 	TAF9
DCAF4 	SPG7
USP5 	CYP1A2
SKP1 	STAT6
PPP2R5C 	AHCYL2
AKR1D1 	ARF4
ADA 	ZGPAT
DDX52 	TDG
RORC 	MSL3
HK3 	MAT1A
ELK1 	DDB1
TNPO1 	GALE
NADK 	ZNF217
NR2F2 	MTMR6
BCAR1 	PKN1
RAMP2 	SNX11
CBS 	NF2
CFLAR 	SETD7
RBM8A 	SOCS6
PNMT 	PDE4C
ADAP1 	PPIL2
FGF13 	PPP2R4
TXNL4B 	UPP1
CDC14B 	ACACA
C12orf5 	ATG16L1
CCNC 	PDCD4
PREP 	DTYMK
NUDT2 	TCEB1
RND1 	RNASEH1
PPME1 	INCENP
NUP98 	STARD3
WDYHV1 	GRIN1
NT5E 	GTF2A1
ARL5B 	CTPS1
BCL2A1 	PPARGC1A
SET 	ESRRA
SNAP25 	RND3
PTPRR 	GFRA3
VRK2 	ITGB1
SMAD3 	PCTP
EFNB2 	SMAP2
B3GAT3 	ARL6
RNASEH2B 	CYB5R4
GSS 	TSTA3
EP300 	PNLIPRP1
CYP2C9 	ACSM2A
PAIP2 	HIRA
CA6 	ROR2
SNRPB 	SCML2
NKTR 	MAP1LC3C
HYAL1 	CSNK1E
CNTF 	CTDSP1
TRDMT1 	DYNLL1
STEAP3 	CWC27
DIMT1 	OAT
UBE2D2 	LIN28B
PDZK1 	CSNK1D
KHDRBS1 	SENP1
GFER 	CD2AP
TNFAIP6 	CDON
KARS 	CDYL2
RARA 	HDDC2
S100P 	HSCB
SLK 	CRAT
ACOT11 	MAP3K2
EED 	ACAT2
DHH 	ARF1
NXT1 	MCTS1
PTGR2 	PLXNA2
NF1 	CDK2
TSTA3 	MASP2
RALGDS 	PPM1A
SUV420H1 	SRXN1
P4HB 	MMACHC
PDE10A 	S100A9
UGDH 	PPP1CA
CYP2A13 	PEX3
EIF4G2 	KDM4D
KDM4A 	IL20
WARS 	B3GAT3
SPDEF 	FAM96A
CAPN9 	NR2F2
PDE3B 	PAH
APOBEC3C 	ROS1
ROCK1 	PIM2
ETFA 	CSTB
HECW1 	TBC1D22A
RBBP9 	GINS1
CDYL2 	PVRL1
NR5A2 	ADAR
FDPS 	CDK4
GYG1 	ATL1
NGB 	DAPP1
TARS 	AGER
NEDD4 	PLEKHA1
VEGFC 	PLXND1
CTDSP1 	ITGB7
TERF1 	PTPRR
METAP2 	MELK
DIRAS2 	SMN2
BECN1 	RAP2A
ADAP1 	RPRD2
GAPDH 	CDC42
CDCA8 	KLHL12
UBE2K 	PDCD6IP
MDC1 	SKAP1
GALE 	ANGPT2
CWC27 	NVL
EIF4E2 	CHKA
SLC3A2 	FKBP4
ZHX2 	NMNAT1
MAP2K5 	CYP11A1
UTRN 	VIPR2
JMJD1C 	CASC5
PHF1 	BAI3
STX10 	LASP1
AKR1B1 	LMNB1
USP15 	KIF18A
VRK1 	POLL
PARP2 	CLEC9A
IL20 	PSIP1
CBS 	PAIP1
PRMT6 	SMURF1
DMAP1 	BHMT
TBK1 	BAZ2A
UBE2J2 	OTUB2
CIC 	BSG
HRAS 	PDIA4
ZBP1 	SNX33
NUDT9 	RAB5B
SMYD3 	TAL1
MMP13 	DPF2
RAB35 	NF1
TNFRSF4 	NRP1
ZADH2 	GBP1
CA7 	CBL
HGD 	MAPKAPK3
INPPL1 	PDXP
TBC1D7 	PCID2
PARD6A 	HVCN1
UBE4B 	CETN2
RHEB 	UFC1
GALK1 	CTNNB1
SPG7 	COL10A1
NFYC 	FDFT1
CTDSP1 	PNKP
BTK 	ARHGEF12
LRBA 	CTNNBIP1
PLK2 	BCAR1
SAT1 	CBLC
FKBP14 	DDX3X
NUDT2 	GNB2L1
CDYL2 	BACE1
ITGB1BP1 	UBE2C
MVD 	ESR2
CLEC9A 	PIN1
CEP55 	CASP3
DNMT3L 	KDM5A
VTI1B 	FKBP1A
TNFAIP8L2 	DTX3L
PHF20 	GYG1
CUTA 	CLK3
NEDD4 	HADH
CPSF4 	DYRK2
SETD1A 	RPA2
CKS1B 	GNB2L1
USP2 	SENP8
FBXL3 	NEK9
RHEBL1 	HSD11B1
PPWD1 	SLC9A1
SYNJ2BP 	CRTAM
CES1 	RNF8
GINS2 	HMBOX1
CACYBP 	MTHFD1
MET 	PRTFDC1
KRT14 	OGG1
GMNN 	AHCYL1
MSH2 	SULT1A2
SNRPD2 	PLCG1
NOD1 	LRP8
BCL6 	RNGTT
TGS1 	CYTH3
CHMP4C 	PREP
GPX7 	ZFYVE20
DHRS11 	SUB1
OAS1 	PCBP1
FAP 	TAB1
EIF3K 	TRPV4
TIA1 	GIMAP2
ESR1 	EEA1
GPD1 	CSTA
PTPRJ 	PLEKHB2
DAPK1 	JMJD1C
SH3BP5 	TAF1L
PCGF1 	APOA4
TCERG1 	PADI4
DCC 	ZRANB1
KHDRBS1 	PREX1
BRMS1 	CXXC1
STK4 	RHOU
HAT1 	HEXIM1
NRP1 	RXRB
DAXX 	CSTB
KDM6A 	SRR
PTGR1 	RAC1
GPX7 	CDC26
BBOX1 	PAPOLG
SOCS4 	SUPV3L1
MCEE 	ADARB1
GRM1 	FTO
SKIL 	KARS
GSTK1 	RBCK1
MITD1 	H2AFY
PPARD 	STK17B
CENPB 	GNAI3
FDFT1 	GLIPR2
TRIM37 	HEBP2
AOC1 	RAB7A
PDGFRB 	FKBP1A
B4GALT1 	PLXND1
SRXN1 	KANK2
DMC1 	RB1
FNBP1 	PRKG1
KIF22 	CSNK1E
GRIP1 	UPP1
TNRC6C 	PPARD
YY1 	ACTN4
GLOD4 	HVCN1
GHRHR 	PTPRG
RRM2B 	CDYL2
DOCK2 	SNX9
ENAH 	RBM11
MRI1 	NR5A2
GALE 	CHMP4C
TNFRSF13C 	FGF20
SDS 	HSD11B1
RAB11FIP2 	MRE11A
CDY1 	ASF1A
NCS1 	SEPT2
IDO1 	ZRANB2
MTERFD2 	ASB9
HK3 	KIFC3
IGFBP1 	CYB5R4
GGT1 	GGA2
PTPRN 	PDXP
FNTB 	SCN5A
CUTC 	RGS16
AHSP 	CAPN1
CYP2A6 	IRAK4
CYLD 	CPOX
PTPRJ 	MTHFS
DUSP13 	OBFC1
GNPDA1 	HDAC3
E2F4 	INMT
SF3B1 	PAIP2
GPC1 	TES
APEX1 	TFRC
MAN1B1 	GCK
IQGAP3 	PICK1
PKD2 	NOG
RAB11FIP2 	EXO1
RAB11FIP3 	SULT2A1
DUSP23 	WRN
TIA1 	UPF1
NEDD4L 	G3BP1
PITRM1 	ACD
GAS6 	PTEN
STK32A 	HK3
LRP6 	TLN1
ACO1 	ATAD2
YWHAQ 	TAF11
ZAP70 	CHMP1A
FEN1 	WDTC1
FOXO1 	GPX4
CPOX 	ATL1
SEMA7A 	ANAPC10
FMN2 	MTPN
KEAP1 	FAF1
CA13 	EIF2B1
MTMR2 	ANKRA2
ETV1 	FEV
TUB 	GSS
GIPR 	GGA2
RAB3D 	PPIG
TSN 	VASP
AGXT 	AOC1
NFATC2 	GGA2
RAB43 	DCAF4
PIM1 	TCEA1
UBA52 	RMI2
BCR 	RECQL5
VIPR2 	PYGO1
CYP2A6 	CCDC101
PAK4 	DUT
HAO1 	RTF1
PLEKHB2 	PWWP2B
KPNA2 	CCND1
ALOX12 	GEMIN6
PKLR 	FTL
CACNA1S 	USP4
SOCS6 	PTK2B
MAPK6 	UBR1
PECR 	LIMK1
CABP1 	SPDEF
XPO5 	BRD3
AQP4 	BRMS1
TBX5 	USP21
NDRG2 	TXNL4B
PYCR1 	F11R
AIM2 	PKP2
NLRP3 	MCIDAS
SERPINB5 	POLD2
NR2F2 	PDLIM7
ISG15 	NUTF2
SSB 	PLA2G16
DECR2 	HDGFRP2
OCLN 	UCHL5
EIF5A 	REM1
PIAS2 	RNPS1
RRM1 	VCL
RAB21 	TRAF2
GAPDH 	ARTN
RBM25 	UBE2N
ERN1 	PKM
CDC42BPB 	UFC1
STX6 	CASP2
POLL 	HSD17B14
NR1I3 	NACA
PAK7 	ACY1
SUPT4H1 	ABI2
PKMYT1 	PPOX
DMC1 	KIF23
ISG15 	GINS2
TCL1A 	ANP32A
CRYAB 	ANKRD27
SF3B1 	RABGAP1L
EIF5A 	SPIN1
EXOG 	AP4M1
TXNL4B 	SPTB
EIF4EBP1 	ARL5A
ECT2 	PTGIS
ADAR 	POLD3
TAF10 	ANKRA2
NDST1 	ERG
DNMT3A 	IKBKG
LARP4 	RILP
RPA1 	OS9
PDZK1 	RORA
HSPA2 	NR1I3
L1TD1 	FGF1
MAD2L2 	TSG101
PPWD1 	ACOT2
SMS 	NPC1
DIRAS1 	ZDHHC17
ARNTL 	TYK2
PTPN6 	PDE8A
APP 	CTNNBIP1
ERBB4 	OLR1
CHKB 	APOBEC3C
BAIAP2 	CD2
DIRAS1 	DRAP1
NAALAD2 	SIRT3
SHFM1 	PTPRN2
BACH1 	GSTM2
UCHL1 	SEC24A
ATG4B 	UBE2D1
MEF2A 	CRYM
NFASC 	PLEKHM2
LRRC16A 	ZHX1
DCAF12 	AOC3
EPAS1 	MOCS2
PRKCE 	LCN15
RXRB 	LRRFIP1
KPNB1 	DESI1
DDB1 	PABPN1
RAE1 	BCL2A1
C11orf30 	MDM4
ANGPT1 	ARHGAP32
DOCK2 	PTS
HMGCS2 	BAK1
NAALAD2 	RAD52
TBC1D22B 	PIK3R1
RAB21 	SPON1
GSTM2 	AQP4
KHDRBS1 	GIMAP4
SENP7 	OAS1
ADAMTS1 	PC
NSUN4 	RGS8
GBP1 	PTBP1
RUVBL1 	RCVRN
AOC1 	KDM8
DNM1L 	SIRT5
SNF8 	ATG16L1
SYN3 	ARG2
DNAJB1 	PEA15
TH 	DCX
GLTPD1 	DAPK1
MGEA5 	PPIG
LIG4 	GAMT
NNMT 	TBK1
CYP2C8 	STAU1
LRRK2 	PPP2CA
MKNK1 	RPL30
SACS 	SREBF2
CLEC1B 	GNPNAT1
SHMT1 	SUV39H1
FOXO3 	NUDT10
SLIT2 	ABHD14B
CENPE 	FOXO1
ARFGAP1 	LAMP3
YWHAH 	USP2
CA13 	SH3KBP1
RGS6 	RNF8
PADI4 	EIF2B1
PARP14 	DGCR8
CYP11A1 	JAG1
PICK1 	PMM1
CALM2 	HOXB1
PABPC1 	FAM105B
PTPRN 	RASGRP1
RHEBL1 	JUND
CTNNBIP1 	OAS1
FKBP2 	DUSP23
